"Lag","ACF_d1","ACF_d1_D1","PACF_d1","PACF_d1_D1"
12,0.533381613435005,-0.547049676775098,0.0905197883655143,-0.460034380850364
24,0.428733114761522,0.0348575352459325,-0.052603607185909,-0.280877563896505
